"","OTU","Sample","Abundance","sample_Sample","host_subject_id","Timepoint","Site","Diet","Age","agexdiet","serum_zinc","wk6_plasma_MCP","wk6_WB_LPS_IL6","MLN_IL17","MLN_IFNg","MLN_CD4_naive","Study","agexstudy","agexdietxweek","agexdietxstudy","Kingdom","Phylum","Class","Order","Family","Genus"
"3889","ASV57","ZAM1_s24_YZS",0.0478982258497145,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Other < 10%"
"3685","ASV4","ZAM2_s70_OZA",0.0477326968973747,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculaceae_Genus_ASV4"
"1798","ASV22","ZAM2_s72_OZA",0.0475134621476085,"ZAM2_s72_OZA","ZAM2_33","wk6","fecal_wk6","adequate","old","OZA",NA,37.8,563.3,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"3458","ASV36","ZAM1_s49_OZA",0.0474826292714582,"ZAM1_s49_OZA","ZAM1_12","wk6","fecal_wk6","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"593","ASV115","ZAM1_s37_OZS",0.0473563066486052,"ZAM1_s37_OZS","ZAM1_37","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"3294","ASV34","ZAM1_s27_YZS",0.047338050814949,"ZAM1_s27_YZS","ZAM1_27","wk0","fecal_wk0","supplemented","young","YZS",0.7,0,1270.9,297.6,428.7,80.9,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"785","ASV12","ZAM1_s43_YZA",0.0472839321317961,"ZAM1_s43_YZA","ZAM1_5","wk6","fecal_wk6","adequate","young","YZA",0.73,26.7,233.7,29.9,562.5,86.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1010","ASV129","ZAM2_s19_OZD",0.0472460785754782,"ZAM2_s19_OZD","ZAM2_19","wk0","fecal_wk0","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1020","ASV129","ZAM1_s53_OZA",0.0469475696249225,"ZAM1_s53_OZA","ZAM1_16","wk6","fecal_wk6","adequate","old","OZA",0.55,0,768.5,590.2,1404.3,30.7,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1068","ASV129","ZAM1_s74_OZS",0.0469238790406674,"ZAM1_s74_OZS","ZAM1_37","wk6","fecal_wk6","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"2329","ASV279","ZAM1_s60_YZS",0.0468123049487294,"ZAM1_s60_YZS","ZAM1_23","wk6","fecal_wk6","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Other < 10%"
"3535","ASV36","ZAM2_s63_YZA",0.0467606555843913,"ZAM2_s63_YZA","ZAM2_24","wk6","fecal_wk6","adequate","young","YZA",0.59,0,126.7,110,417.3,84.7,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"1701","ASV210","ZAM2_s1_YZD",0.0467305317266931,"ZAM2_s1_YZD","ZAM2_1","wk0","fecal_wk0","deficient","young","YZD",0.51,10.6,151.8,22.6,115.6,89.05,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1009","ASV129","ZAM2_s30_YZA",0.0466669941543449,"ZAM2_s30_YZA","ZAM2_30","wk0","fecal_wk0","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1876","ASV228","ZAM1_s52_OZA",0.0466632155330179,"ZAM1_s52_OZA","ZAM1_15","wk6","fecal_wk6","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"2201","ASV275","ZAM2_s50_OZD",0.0466413644885454,"ZAM2_s50_OZD","ZAM2_11","wk6","fecal_wk6","deficient","old","OZD",0.51,52.4,557.9,297.7,3535.6,22.54,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,"Other < 10%"
"1732","ASV22","ZAM1_s40_YZA",0.0465541321102816,"ZAM1_s40_YZA","ZAM1_2","wk6","fecal_wk6","adequate","young","YZA",0.77,0,533.1,21.7,205.7,84.9,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"711","ASV12","ZAM1_s23_YZS",0.0462206638243615,"ZAM1_s23_YZS","ZAM1_23","wk0","fecal_wk0","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"647","ASV115","ZAM1_s14_OZA",0.0459442902958452,"ZAM1_s14_OZA","ZAM1_14","wk0","fecal_wk0","adequate","old","OZA",0.79,50.8,1037.8,NA,NA,49.6,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1704","ASV210","ZAM1_s33_OZS",0.0457617572514785,"ZAM1_s33_OZS","ZAM1_33","wk0","fecal_wk0","supplemented","old","OZS",0.79,19.9,933.1,316.9,902.8,52.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1375","ASV2","ZAM2_s75_OZA",0.0456606788912757,"ZAM2_s75_OZA","ZAM2_36","wk6","fecal_wk6","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"4195","ASV6","ZAM2_s43_YZD",0.0455721313013524,"ZAM2_s43_YZD","ZAM2_4","wk6","fecal_wk6","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"955","ASV125","ZAM1_s24_YZS",0.0450243322987317,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Other < 10%"
"3431","ASV36","ZAM1_s27_YZS",0.0448895309452103,"ZAM1_s27_YZS","ZAM1_27","wk0","fecal_wk0","supplemented","young","YZS",0.7,0,1270.9,297.6,428.7,80.9,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"4554","ASV9","ZAM1_s18_OZA",0.0448829436799205,"ZAM1_s18_OZA","ZAM1_18","wk0","fecal_wk0","adequate","old","OZA",0.64,47.4,1211,881.1,2331.7,18.5,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"1622","ASV210","ZAM1_s56_OZA",0.0448605797268632,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"3263","ASV332","ZAM1_s73_OZS",0.0447572934044025,"ZAM1_s73_OZS","ZAM1_36","wk6","fecal_wk6","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,"Other < 10%"
"3333","ASV34","ZAM2_s63_YZA",0.0444226228051717,"ZAM2_s63_YZA","ZAM2_24","wk6","fecal_wk6","adequate","young","YZA",0.59,0,126.7,110,417.3,84.7,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1777","ASV22","ZAM1_s56_OZA",0.0442197143021937,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Acetatifactor"
"708","ASV115","ZAM2_s69_YZA",0.0440668405837975,"ZAM2_s69_YZA","ZAM2_30","wk6","fecal_wk6","adequate","young","YZA",0.72,0,384.5,21.4,233.4,87.3,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"696","ASV115","ZAM2_s57_OZD",0.0439144217705746,"ZAM2_s57_OZD","ZAM2_18","wk6","fecal_wk6","deficient","old","OZD",0.48,24.7,452.1,985.5,2253.6,40.37,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"669","ASV115","ZAM2_s72_OZA",0.0438585804439463,"ZAM2_s72_OZA","ZAM2_33","wk6","fecal_wk6","adequate","old","OZA",NA,37.8,563.3,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"3469","ASV36","ZAM1_s41_YZA",0.0434009249377446,"ZAM1_s41_YZA","ZAM1_3","wk6","fecal_wk6","adequate","young","YZA",0.71,13.7,583.3,NA,NA,NA,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"2304","ASV279","ZAM2_s48_YZD",0.0433039518348304,"ZAM2_s48_YZD","ZAM2_9","wk6","fecal_wk6","deficient","young","YZD",0.55,8.3,95.9,20.9,235.7,83.56,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Other < 10%"
"1925","ASV228","ZAM2_s37_OZA",0.0432564330079858,"ZAM2_s37_OZA","ZAM2_37","wk0","fecal_wk0","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"1327","ASV2","ZAM2_s76_OZA",0.0432157305259114,"ZAM2_s76_OZA","ZAM2_37","wk6","fecal_wk6","adequate","old","OZA",0.37,103.2,289.3,1710.2,5602.2,28.6,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"3484","ASV36","ZAM2_s21_YZA",0.0430050123083311,"ZAM2_s21_YZA","ZAM2_21","wk0","fecal_wk0","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"686","ASV115","ZAM2_s53_OZD",0.042995816176349,"ZAM2_s53_OZD","ZAM2_14","wk6","fecal_wk6","deficient","old","OZD",0.43,32.6,497.3,475.2,2278.6,32.04,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1877","ASV228","ZAM1_s37_OZS",0.042951068820828,"ZAM1_s37_OZS","ZAM1_37","wk0","fecal_wk0","supplemented","old","OZS",0.71,0,1199.4,285.5,1390.9,64,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"2396","ASV279","ZAM2_s10_YZD",0.0425373531132025,"ZAM2_s10_YZD","ZAM2_10","wk0","fecal_wk0","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Other < 10%"
"3320","ASV34","ZAM2_s10_YZD",0.0425373531132025,"ZAM2_s10_YZD","ZAM2_10","wk0","fecal_wk0","deficient","young","YZD",0.72,28.8,47.7,16,233.4,86.38,"ZAM2","young_ZAM2","wk0_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Other < 10%"
"1481","ASV20","ZAM2_s26_YZA",0.0423318819545235,"ZAM2_s26_YZA","ZAM2_26","wk0","fecal_wk0","adequate","young","YZA",0.57,11.8,115.1,58.1,207.4,82.9,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"1131","ASV129","ZAM1_s10_YZA",0.0423163308486052,"ZAM1_s10_YZA","ZAM1_10","wk0","fecal_wk0","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"2182","ASV275","ZAM1_s52_OZA",0.0422885390767975,"ZAM1_s52_OZA","ZAM1_15","wk6","fecal_wk6","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,"Other < 10%"
"1899","ASV228","ZAM1_s33_OZS",0.0422416220782878,"ZAM1_s33_OZS","ZAM1_33","wk0","fecal_wk0","supplemented","old","OZS",0.79,19.9,933.1,316.9,902.8,52.9,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"1901","ASV228","ZAM1_s12_OZA",0.0419300234497539,"ZAM1_s12_OZA","ZAM1_12","wk0","fecal_wk0","adequate","old","OZA",0.6,27.6,768.5,122.6,1390.9,40.7,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"4260","ASV6","ZAM1_s48_YZA",0.0417188151856487,"ZAM1_s48_YZA","ZAM1_10","wk6","fecal_wk6","adequate","young","YZA",0.61,0,265.1,72.2,366.9,83.8,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella"
"1952","ASV228","ZAM1_s36_OZS",0.0416566382167256,"ZAM1_s36_OZS","ZAM1_36","wk0","fecal_wk0","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"590","ASV115","ZAM1_s73_OZS",0.0413665893586144,"ZAM1_s73_OZS","ZAM1_36","wk6","fecal_wk6","supplemented","old","OZS",0.82,56.9,951.4,249.1,1126.2,34.7,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1646","ASV210","ZAM1_s38_OZS",0.0411707120703379,"ZAM1_s38_OZS","ZAM1_38","wk0","fecal_wk0","supplemented","old","OZS",0.66,0,731.9,NA,NA,20.1,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"1091","ASV129","ZAM1_s28_YZS",0.0410650788169524,"ZAM1_s28_YZS","ZAM1_28","wk0","fecal_wk0","supplemented","young","YZS",0.79,0,571.8,85,211.9,89.1,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"702","ASV115","ZAM2_s54_OZD",0.0409621182330581,"ZAM2_s54_OZD","ZAM2_15","wk6","fecal_wk6","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1658","ASV210","ZAM2_s42_YZD",0.0409519042635483,"ZAM2_s42_YZD","ZAM2_3","wk6","fecal_wk6","deficient","young","YZD",0.5,19.3,232.6,30.3,240.3,82.5,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"363","ASV107","ZAM2_s12_OZD",0.0407922129072188,"ZAM2_s12_OZD","ZAM2_12","wk0","fecal_wk0","deficient","old","OZD",0.75,27,474.1,1463.5,2109.9,18.56,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Other < 10%"
"2159","ASV275","ZAM1_s67_OZS",0.0406517391731961,"ZAM1_s67_OZS","ZAM1_30","wk6","fecal_wk6","supplemented","old","OZS",0.59,0,690.1,NA,NA,70.3,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,"Other < 10%"
"3496","ASV36","ZAM2_s36_OZA",0.0405400641590581,"ZAM2_s36_OZA","ZAM2_36","wk0","fecal_wk0","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"3550","ASV36","ZAM2_s75_OZA",0.0404719653809035,"ZAM2_s75_OZA","ZAM2_36","wk6","fecal_wk6","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"3980","ASV59","ZAM1_s56_OZA",0.0403745217541768,"ZAM1_s56_OZA","ZAM1_19","wk6","fecal_wk6","adequate","old","OZA",0.58,69.3,1912.3,NA,NA,21.6,"ZAM1","old_ZAM1","wk6_OZA","OZA_ZAM1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Other < 10%"
"720","ASV12","ZAM1_s21_YZS",0.0403265628600586,"ZAM1_s21_YZS","ZAM1_21","wk0","fecal_wk0","supplemented","young","YZS",0.82,0,1047.8,43,284.6,85.3,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group"
"1411","ASV2","ZAM2_s58_OZD",0.039952556339347,"ZAM2_s58_OZD","ZAM2_19","wk6","fecal_wk6","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"3021","ASV33","ZAM1_s45_YZA",0.039947832830069,"ZAM1_s45_YZA","ZAM1_7","wk6","fecal_wk6","adequate","young","YZA",0.66,0,663.5,78.8,428.7,85.4,"ZAM1","young_ZAM1","wk6_YZA","YZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
"1428","ASV20","ZAM1_s3_YZA",0.0397873762612598,"ZAM1_s3_YZA","ZAM1_3","wk0","fecal_wk0","adequate","young","YZA",0.71,13.7,583.3,NA,NA,NA,"ZAM1","young_ZAM1","wk0_YZA","YZA_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"626","ASV115","ZAM1_s38_OZS",0.0393409026449895,"ZAM1_s38_OZS","ZAM1_38","wk0","fecal_wk0","supplemented","old","OZS",0.66,0,731.9,NA,NA,20.1,"ZAM1","old_ZAM1","wk0_OZS","OZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"962","ASV125","ZAM1_s23_YZS",0.0390484918516157,"ZAM1_s23_YZS","ZAM1_23","wk0","fecal_wk0","supplemented","young","YZS",0.81,0,1321,21.9,812,79.5,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Other < 10%"
"4646","ASV9","ZAM1_s70_OZS",0.0389765862078566,"ZAM1_s70_OZS","ZAM1_33","wk6","fecal_wk6","supplemented","old","OZS",0.79,19.9,933.1,316.9,902.8,52.9,"ZAM1","old_ZAM1","wk6_OZS","OZS_ZAM1","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"1642","ASV210","ZAM2_s60_YZA",0.0389265433229529,"ZAM2_s60_YZA","ZAM2_21","wk6","fecal_wk6","adequate","young","YZA",0.6,11.8,26.5,167.4,284,87.5,"ZAM2","young_ZAM2","wk6_YZA","YZA_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"3546","ASV36","ZAM2_s43_YZD",0.0388703472864477,"ZAM2_s43_YZD","ZAM2_4","wk6","fecal_wk6","deficient","young","YZD",0.58,17.4,431,60.1,182.5,83.44,"ZAM2","young_ZAM2","wk6_YZD","YZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Other < 10%"
"664","ASV115","ZAM2_s19_OZD",0.0388467757176154,"ZAM2_s19_OZD","ZAM2_19","wk0","fecal_wk0","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Other < 10%"
"1892","ASV228","ZAM2_s36_OZA",0.0387774526738816,"ZAM2_s36_OZA","ZAM2_36","wk0","fecal_wk0","adequate","old","OZA",0.53,334.7,51.7,150.7,1315.8,70.8,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Other < 10%"
"894","ASV125","ZAM1_s59_YZS",0.0387146728610143,"ZAM1_s59_YZS","ZAM1_22","wk6","fecal_wk6","supplemented","young","YZS",0.66,45.7,146.1,49.7,454.4,85.2,"ZAM1","young_ZAM1","wk6_YZS","YZS_ZAM1","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Other < 10%"
"1552","ASV20","ZAM2_s70_OZA",0.0384941104011086,"ZAM2_s70_OZA","ZAM2_31","wk6","fecal_wk6","adequate","old","OZA",0.6,15.5,63.7,39,3495.2,15.5,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9"
"1342","ASV2","ZAM2_s74_OZA",0.0383170176999901,"ZAM2_s74_OZA","ZAM2_35","wk6","fecal_wk6","adequate","old","OZA",NA,NA,NA,NA,NA,NA,"ZAM2","old_ZAM2","wk6_OZA","OZA_ZAM2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides"
"4648","ASV9","ZAM2_s32_OZA",0.038262517309234,"ZAM2_s32_OZA","ZAM2_32","wk0","fecal_wk0","adequate","old","OZA",0.6,84,596.6,113.5,5211.2,29.9,"ZAM2","old_ZAM2","wk0_OZA","OZA_ZAM2","Bacteria","Deferribacteres","Deferribacteres","Deferribacterales","Deferribacteraceae","Other < 10%"
"4290","ASV7","ZAM1_s15_OZA",0.0382020583269027,"ZAM1_s15_OZA","ZAM1_15","wk0","fecal_wk0","adequate","old","OZA",0.62,13.7,337.8,820.1,3164.3,34.8,"ZAM1","old_ZAM1","wk0_OZA","OZA_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dubosiella"
"3261","ASV332","ZAM2_s15_OZD",0.0379454799344302,"ZAM2_s15_OZD","ZAM2_15","wk0","fecal_wk0","deficient","old","OZD",0.43,43.9,370.2,931,1526,11.48,"ZAM2","old_ZAM2","wk0_OZD","OZD_ZAM2","Bacteria","Tenericutes","Mollicutes","Mollicutes_RF39",NA,"Other < 10%"
"1011","ASV129","ZAM2_s27_YZA",0.037661862932973,"ZAM2_s27_YZA","ZAM2_27","wk0","fecal_wk0","adequate","young","YZA",0.74,14.5,426.9,28.8,167,85.6,"ZAM2","young_ZAM2","wk0_YZA","YZA_ZAM2","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","Other < 10%"
"1663","ASV210","ZAM2_s58_OZD",0.0374555215681378,"ZAM2_s58_OZD","ZAM2_19","wk6","fecal_wk6","deficient","old","OZD",0.32,23.4,744.7,249,NA,43.29,"ZAM2","old_ZAM2","wk6_OZD","OZD_ZAM2","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Other < 10%"
"2985","ASV33","ZAM1_s24_YZS",0.0373606161627773,"ZAM1_s24_YZS","ZAM1_24","wk0","fecal_wk0","supplemented","young","YZS",0.72,0,783.6,26.7,307.7,87.7,"ZAM1","young_ZAM1","wk0_YZS","YZS_ZAM1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Other < 10%"
